id,lon,lat
-1.0,0.0038118769318846997,-0.07050968482794057
-2.0,0.057616275118447975,-0.2657038683668058
-3.0,-0.03811949437045063,0.15092640384941508
-4.0,-0.04438843697162274,0.2905584200359441
-5.0,0.0868809257958114,-0.217936713079981
-6.0,3.1064480230105342,-20.28173574846851
699540.0,-79.36133199999998,43.6751621
699569.0,-79.33026329999998,43.7247576
1497764.0,-79.332082,43.7412456
1497766.0,-79.3321184,43.7418685
1497768.0,-79.3327357,43.7450436
1497773.0,-79.33295890000002,43.7459924
1497776.0,-79.3332228,43.747316
1497778.0,-79.3333255,43.7484115
1497780.0,-79.333434,43.7496991
1497781.0,-79.3335368,43.7508526
1497785.0,-79.3336887,43.75189320000001
1497788.0,-79.3339332,43.7530819
1497790.0,-79.3341564,43.7539499
1497793.0,-79.3345023,43.7550349
1497796.0,-79.3352722,43.75709929999999
1497798.0,-79.3355379,43.7580721
1497800.0,-79.3356293,43.75852879999999
1497802.0,-79.33597409999999,43.7598961
1497803.0,-79.3361923,43.7607635
1497804.0,-79.3365396,43.7621068
1497810.0,-79.3367954,43.7620627
1497815.0,-79.33621140000002,43.7597997
1497818.0,-79.33550629999998,43.7569934
1497830.0,-79.3339359,43.7518511
1497837.0,-79.3335753,43.7483926
1497838.0,-79.3334668,43.7472755
1497842.0,-79.33318249999998,43.7459194
1497850.0,-79.33235959999998,43.7425388
1497852.0,-79.3322668,43.7405634
1497860.0,-79.33220290000001,43.7369429
1497870.0,-79.3314236,43.73323060000001
1497875.0,-79.3310528,43.7313923
1497880.0,-79.3308345,43.7299364
1497891.0,-79.3299196,43.7268948
1497897.0,-79.3308931,43.72668710000001
1497899.0,-79.331115,43.7266363
1497902.0,-79.33181400000002,43.7264809
1497911.0,-79.3334679,43.7255564
1497981.0,-79.3473583,43.751613
1497983.0,-79.3472824,43.7521302
1497985.0,-79.34718840000002,43.752927
1497986.0,-79.347088,43.7530215
1497993.0,-79.3469391,43.7557749
1497995.0,-79.3469941,43.7571583
1497996.0,-79.3470027,43.75864
1497997.0,-79.3470713,43.7602455
1498001.0,-79.3471142,43.76180770000001
1498004.0,-79.3471057,43.7626755
1498008.0,-79.3469683,43.7639339
1498011.0,-79.346728,43.7663203
1498015.0,-79.3466078,43.7676901
1498018.0,-79.346419,43.7695744
1498021.0,-79.3462769,43.7712994
1498023.0,-79.346213,43.7719606
1498025.0,-79.3462497,43.77265870000001
1498028.0,-79.3463844,43.7735137
1498030.0,-79.34656729999998,43.7740967
1498031.0,-79.346728,43.774576
1498033.0,-79.34698470000002,43.7751828
1498036.0,-79.3463722,43.7753062
1498042.0,-79.34365820000002,43.7758966
1498044.0,-79.34298050000002,43.7760531
1498048.0,-79.34182709999997,43.7762493
1498054.0,-79.3398888,43.7244513
1498116.0,-79.33059320000002,43.7265041
1498118.0,-79.32886090000002,43.72711760000001
1498120.0,-79.3470885,43.7754684
1498121.0,-79.34557,43.7560944
1498125.0,-79.34434509999998,43.75636220000001
1498128.0,-79.34138359999999,43.7570169
1498129.0,-79.33944609999998,43.757479
1498133.0,-79.3362587,43.7581304
1498135.0,-79.3353387,43.7583278
1498159.0,-79.340914,43.7376991
1500141.0,-79.33703050000003,43.7660125
1500142.0,-79.33710649999998,43.7668941
1500143.0,-79.3374545,43.76838710000001
1500145.0,-79.33850809999998,43.7713245
1500147.0,-79.3385492,43.77153120000001
1500184.0,-79.34119190000001,43.7762741
1500186.0,-79.3370317,43.7631489
1500187.0,-79.3372422,43.7637347
1500189.0,-79.33753,43.7644871
1500190.0,-79.3378231,43.76520670000001
1500195.0,-79.33805129999998,43.76568820000001
1500219.0,-79.3333717,43.7684159
1500253.0,-79.3388785,43.7682613
1500258.0,-79.336917,43.7640206
1500277.0,-79.3393454,43.7680112
1500282.0,-79.3413567,43.7672924
1500286.0,-79.3358035,43.7676209
1500301.0,-79.3282959,43.76806
1500304.0,-79.34291529999999,43.7677585
1500306.0,-79.34018470000002,43.779925
1500311.0,-79.33653819999998,43.7757761
1500321.0,-79.3471503,43.7674412
1500322.0,-79.35103199999998,43.7671785
1500324.0,-79.3536635,43.7666169
1500326.0,-79.3471321,43.7669408
1500334.0,-79.32904570000002,43.7677137
1500339.0,-79.3281939,43.767764
1500355.0,-79.32737759999998,43.7682983
1500364.0,-79.33038140000002,43.7685261
1500367.0,-79.3265949,43.7685461
1500370.0,-79.3252053,43.7685481
1500375.0,-79.32116429999998,43.7685744
1500377.0,-79.3193704,43.768579
1500382.0,-79.3140412,43.7687015
1500384.0,-79.3135922,43.7687334
1500396.0,-79.3203196,43.76935020000001
1500405.0,-79.32158259999999,43.7719232
1500408.0,-79.3193755,43.7677201
1500409.0,-79.319118,43.76711270000001
1500413.0,-79.3257012,43.7681292
1500416.0,-79.3259759,43.7678813
1500422.0,-79.3228436,43.76835139999999
1500424.0,-79.3227813,43.7681695
1500425.0,-79.32274240000002,43.7679969
1500427.0,-79.3227744,43.7683607
1500429.0,-79.32015899999998,43.7681735
1500430.0,-79.3201668,43.7680093
1500432.0,-79.3193434,43.7683718
1500433.0,-79.3192607,43.7681833
1500435.0,-79.3192126,43.7680134
1500446.0,-79.3149136,43.7684446
1500448.0,-79.31489559999999,43.7682617
1500449.0,-79.31487990000002,43.7680999
3456601.0,-79.3456078,43.6514719
3456602.0,-79.34425440000003,43.65203070000001
3456611.0,-79.3400166,43.6539164
3458639.0,-79.34531319999998,43.65188300000001
3458648.0,-79.3509926,43.649496
3458651.0,-79.35212829999998,43.6491247
3458653.0,-79.3529186,43.6490211
3458655.0,-79.3538295,43.6490161
3458658.0,-79.35534270000002,43.6491381
3458660.0,-79.3572609,43.6491112
3458664.0,-79.3580053,43.6489319
3458665.0,-79.3606396,43.6481079
3458668.0,-79.3614853,43.6478353
3458670.0,-79.3625719,43.6475033
3458671.0,-79.36384090000001,43.647162
3458672.0,-79.3638052,43.6470469
3458675.0,-79.3626002,43.64734970000001
3458680.0,-79.3616155,43.6476333
3458682.0,-79.3579375,43.6488134
3458685.0,-79.3572482,43.6489699
3458691.0,-79.3538417,43.6488732
3458693.0,-79.35289300000002,43.6488644
3458695.0,-79.3521552,43.64891110000001
3458697.0,-79.3502422,43.6495875
3458699.0,-79.3681734,43.6462311
3458701.0,-79.3695129,43.6459024
3458703.0,-79.3719337,43.6454084
3458706.0,-79.3735368,43.645068
3458707.0,-79.37643929999999,43.6440442
3458718.0,-79.37437270000002,43.6447644
3458722.0,-79.3734972,43.6449756
3458724.0,-79.36953079999998,43.645809
3458725.0,-79.3662573,43.6465211
3458727.0,-79.3812236,43.6415376
3458728.0,-79.3834251,43.6405549
3458730.0,-79.3851916,43.6400811
3458732.0,-79.38703220000002,43.63967120000001
3458734.0,-79.38987540000002,43.6391531
3458736.0,-79.39283950000002,43.6386503
3458738.0,-79.39279549999998,43.6385449
3458740.0,-79.38984090000002,43.6390398
3458743.0,-79.3870878,43.63955870000001
3458745.0,-79.3851866,43.639961
3458747.0,-79.3833786,43.6404691
3458750.0,-79.3815579,43.6412398
3458754.0,-79.3953533,43.6382546
3458756.0,-79.3973809,43.637952
3458758.0,-79.39925459999998,43.637979
3458760.0,-79.4014118,43.6380775
3458763.0,-79.4041905,43.6379242
3458765.0,-79.40723059999998,43.6376268
3458767.0,-79.4067819,43.6375202
3458769.0,-79.4035988,43.6378203
3458771.0,-79.40174859999998,43.6379189
3458773.0,-79.3990065,43.6378332
3458775.0,-79.3973817,43.6378358
3458777.0,-79.39531159999999,43.6381364
3458778.0,-79.4091238,43.6375534
3458782.0,-79.4114447,43.6375195
3458784.0,-79.41107240000002,43.637413
3458785.0,-79.41296159999997,43.6373095
3458788.0,-79.4129363,43.63717570000001
3458790.0,-79.4156504,43.6366044
3458792.0,-79.41557900000002,43.6364839
3458794.0,-79.41829770000002,43.6358803
3458800.0,-79.42170290000001,43.6347279
3458805.0,-79.4282901,43.6331319
3458806.0,-79.4297463,43.6327439
3458809.0,-79.4307917,43.6325963
3458810.0,-79.4319733,43.6325631
3458813.0,-79.4334108,43.63273220000001
3458814.0,-79.4346834,43.6330694
3458816.0,-79.4365728,43.633859
3458817.0,-79.4367368,43.6337565
3458820.0,-79.43472340000002,43.6329249
3458822.0,-79.433424,43.6325738
3458823.0,-79.43195229999998,43.632408
3458825.0,-79.43046890000002,43.6324624
3458827.0,-79.4296748,43.6325952
3458829.0,-79.4280046,43.6330322
3458834.0,-79.43803179999998,43.6344784
3458837.0,-79.441018,43.6357705
3458838.0,-79.4436634,43.6368963
3458840.0,-79.4455113,43.637529
3458842.0,-79.4472146,43.6380028
3458844.0,-79.4495469,43.6384886
3458846.0,-79.45139350000002,43.6387549
3458847.0,-79.4514023,43.6386291
3458851.0,-79.447148,43.6378459
3458857.0,-79.44097959999998,43.6355677
3458858.0,-79.4375266,43.6341035
3458861.0,-79.4540833,43.6389854
3458864.0,-79.45613399999998,43.6390285
3458868.0,-79.4595143,43.6387469
3458870.0,-79.4620103,43.6382643
3458872.0,-79.4642411,43.6376333
3458874.0,-79.4666618,43.6367129
3458876.0,-79.46655290000002,43.63659910000001
3458878.0,-79.46424549999998,43.6374946
3458880.0,-79.46200870000001,43.638129
3458882.0,-79.4594682,43.6386235
3458884.0,-79.4581949,43.6387845
3458886.0,-79.45611120000002,43.6388997
3458887.0,-79.4538873,43.6388473
3458889.0,-79.4685082,43.63592360000001
3458890.0,-79.47142420000002,43.6343141
3458893.0,-79.4730678,43.6333478
3458894.0,-79.476912,43.6310672
3458901.0,-79.47927779999998,43.6289014
3458902.0,-79.4773694,43.6304188
3458904.0,-79.47536740000002,43.6318945
3458906.0,-79.4731971,43.6331253
3458908.0,-79.4712716,43.6342439
3458910.0,-79.4684118,43.63579489999999
3458913.0,-79.4805366,43.6280142
3458915.0,-79.4818123,43.6274493
3458918.0,-79.4838266,43.626905
3458920.0,-79.48570009999997,43.6264222
3458921.0,-79.48769659999998,43.6259635
3458924.0,-79.4902629,43.6253105
3458926.0,-79.4926957,43.6247347
3458929.0,-79.494918,43.6241963
3458941.0,-79.4878499,43.6261745
3458950.0,-79.48185809999998,43.6276473
3458952.0,-79.4805563,43.628309
3458953.0,-79.5001374,43.6229345
3458955.0,-79.5012525,43.6226253
3458957.0,-79.5041064,43.6219374
3458959.0,-79.5047935,43.62179520000001
3458961.0,-79.5095461,43.6208679
3458964.0,-79.51233540000001,43.6203168
3458996.0,-79.5075083,43.6217544
3461600.0,-79.5398007,43.6815787
3461605.0,-79.54193559999999,43.6865293
3461608.0,-79.5433541,43.6897209
3461610.0,-79.5438652,43.6908683
3461612.0,-79.544724,43.6927309
3461613.0,-79.545388,43.6942581
3461616.0,-79.5462723,43.6961819
3461619.0,-79.5473489,43.6985449
3461621.0,-79.548079,43.700099
3461623.0,-79.5487871,43.70156970000001
3461630.0,-79.5508625,43.7059921
3461644.0,-79.5532563,43.7114132
3461649.0,-79.55107779999999,43.707511
3461705.0,-79.53115079999998,43.66453920000001
3461710.0,-79.5296312,43.6648161
3461716.0,-79.53055859999998,43.6645889
3461719.0,-79.52963879999999,43.6647132
3461721.0,-79.53338240000002,43.6683514
3461727.0,-79.53163990000002,43.6680945
3461728.0,-79.53098759999997,43.66799520000001
3461730.0,-79.53038670000002,43.66787720000001
3461732.0,-79.52966579999998,43.667722
3461736.0,-79.5286181,43.6674169
3461740.0,-79.52725720000002,43.666834
3461743.0,-79.526697,43.66650429999999
3461746.0,-79.52558379999998,43.6659516
3461786.0,-79.528425,43.66461320000001
3461832.0,-79.52483690000003,43.6634414
3461856.0,-79.5245075,43.6632229
3461861.0,-79.5235842,43.6630554
3461862.0,-79.5233028,43.6630571
3461863.0,-79.5229476,43.66312620000001
3461866.0,-79.5223959,43.6633544
3461867.0,-79.5220533,43.6635932
3461870.0,-79.5218607,43.66378140000001
3461871.0,-79.521675,43.66394
3461873.0,-79.52180390000002,43.66400520000001
3461874.0,-79.5219744,43.66379620000001
3461877.0,-79.5221171,43.6636761
3461879.0,-79.5223454,43.6635069
3461884.0,-79.523264,43.6631512
3461889.0,-79.5241814,43.6632353
3461898.0,-79.52693409999998,43.6662469
3461900.0,-79.5272895,43.665881
3461902.0,-79.52764140000002,43.6654769
3461904.0,-79.5281265,43.6649738
3461905.0,-79.5292969,43.6646944
3461909.0,-79.5284633,43.6645667
3461911.0,-79.5277895,43.6673453
3461912.0,-79.527535,43.6675996
3461932.0,-79.522598,43.6698153
3461934.0,-79.5223085,43.6699364
3461938.0,-79.5216309,43.6700685
3463461.0,-79.380579,43.73024229999999
3463466.0,-79.37845490000002,43.7306864
3463469.0,-79.3766672,43.7310515
3463473.0,-79.37566770000002,43.7312474
3463475.0,-79.3721738,43.7319631
3463476.0,-79.3710775,43.7321573
3463477.0,-79.36969559999999,43.7324674
3463478.0,-79.3685283,43.7327217
3463480.0,-79.367312,43.7329874
3463481.0,-79.3661103,43.7332478
3463482.0,-79.36497740000001,43.7334907
3463484.0,-79.3634667,43.73382460000001
3463486.0,-79.3616214,43.7342215
3463490.0,-79.3596473,43.7346742
3463492.0,-79.35891509999998,43.7347464
3463495.0,-79.3581923,43.734714200000006
3463497.0,-79.3575873,43.734606
3463499.0,-79.3571357,43.7345325
3463501.0,-79.35587070000003,43.7346122
3463502.0,-79.3552559,43.7346979
3463503.0,-79.3547201,43.7347813
3463505.0,-79.35330440000001,43.735096
3463509.0,-79.3510051,43.7355808
3463523.0,-79.34152420000002,43.7394846
18317085.0,-79.3201652,43.7690403
18317093.0,-79.32024240000001,43.7695548
18317258.0,-79.3522707,43.7664455
18317259.0,-79.3471958,43.76661179999999
18317261.0,-79.3348063,43.7672877
18318857.0,-79.35100809999999,43.766895
18318859.0,-79.3482649,43.7670352
